5.9,0.03
7.4,0.01
5.5,2.37
6.5,0.53
2.5,0.77
7.0,0.01
8.8,2.12
8.5,3.0
8.5,7.5200000000000000
9.6,18.33
9.1,21.78
8.8,30.990000000000000
8.6,29.590000000000000
7.7,4.5
8.8,28.800000000000000
9.5,25.02
8.8,30.71
7.6,0.41
7.2,1.51
6.1,2.14
8.0,19.820000000000000
8.6,15.94
6.8,1.72
6.9,0.19
7.7,1.51
5.4,0.68
4.8,0.11
7.1,0.33
7.7,0.3
7.4,0.01
8.8,0.22
7.9,0.75
6.9,0.05
6.2,0.56
7.0,0.01
8.5,0.19
7.9,0.02
5.2,0.15
1.3,0.01
7.1,0.11
4.2,6.470000000000000
7.4,0.36000000000000000
7.6,6.820000000000000
8.0,3.51
7.0,0.3
3.5,0.26
4.0,0.05
5.6,0.1
4.9,0.84
7.2,0.05
7.6,1.87
7.2,0.13
9.0,0.1
7.0,0.93
9.0,0.85
4.6,0.16
8.8,0.28
8.9,0.89
7.2,0.54
8.9,0.43
8.6,0.26
8.1,0.94
8.1,1.77
7.2,0.16
7.0,0.05
8.2,0.37
8.5,0.4
9.3,1.27
8.1,0.42
3.9,0.13
7.5,0.02
7.9,1.02
6.1,0.34
8.2,0.15
6.0,0.18
5.9,2.0100000000000000
5.6,0.07
9.0,0.02
8.5,1.28
7.7,0.65
7.1,0.32
9.1,0.03
6.8,0.14
7.5,0.58
7.2,0.06
6.0,0.01
6.2,0.3
6.8,0.04
6.2,0.7000000000000000
5.9,0.03
3.9,0.9400000000000000
2.5,0.02
6.0,0.09
7.5,0.56
7.5,0.15
7.4,0.39
5.5,0.32
3.5,0.02
6.3,0.13
3.0,0.53
8.3,0.66
7.0,0.48
5.4,0.44
6.2,0.7
8.5,0.09
5.9,0.07
6.0,0.06
8.2,0.28
3.8,0.47
5.4,0.14
5.4,0.37
7.4,0.33
6.5,0.9
6.1,0.6900000000000000
6.4,0.35
6.1,0.54
5.2,0.5
5.7,0.46
8.3,1.43
8.4,1.13
6.4,0.37
6.6,0.7
3.1,0.21
6.4,0.53
6.1,0.53
7.0,0.33
4.4,0.17
6.7,0.11
6.7,0.49000000000000000
7.0,3.14
8.0,0.22
7.2,0.2
7.2,0.03
6.1,0.75
7.0,0.09
9.0,2.87
8.5,0.93
8.3,0.07
8.3,0.47
8.2,0.39
8.8,0.42
8.1,0.12
8.6,0.23
4.3,0.39
9.1,0.67
7.0,0.26
7.6,0.49
6.6,0.01
8.6,0.01
9.3,3.2600000000000000
8.9,1.34
8.2,1.11
7.4,0.35
9.4,0.04
7.1,0.53
8.4,1.02
6.3,0.12
5.3,0.21
5.3,0.39
6.3,2.52
6.9,1.09
9.2,0.77
8.1,0.71
8.1,0.3
6.7,0.11
6.5,0.67
7.3,0.58
6.6,5.66
6.9,3.58
5.9,2.89
6.0,0.12000000000000000
4.9,1.85
8.4,1.75
7.5,1.12
8.6,7.58
7.5,1.36
9.3,7.13
6.0,6.590000000000000
6.7,0.64
8.3,1.73
6.9,7.24
6.8,3.39
7.7,2.9800000000000000
6.3,1.08
9.2,4.79
6.6,2.3
7.5,2.26
9.3,4.82
8.3,0.07
4.8,0.3
6.3,0.48
6.4,0.6300000000000000
8.0,0.02
7.3,0.06
5.9,0.03
6.5,0.73
7.6,3.56
5.4,0.23
5.9,0.17
5.8,0.21
6.0,0.25
8.5,0.08
6.5,0.15
8.8,3.43
8.2,1.83
5.5,0.1
7.1,0.17
7.3,0.07
7.7,0.16
6.6,0.46000000000000000
6.3,0.21
7.4,0.16
7.0,0.74
3.0,0.33
8.6,3.0900000000000000
8.7,2.23
7.7,0.13
7.1,0.24
8.0,0.19
3.6,0.17
8.6,2.04
7.0,0.47
7.5,0.06
7.0,0.12
6.2,0.2
7.5,0.22
7.3,2.2
4.6,0.09
6.8,0.04
8.2,1.54
8.6,0.96
5.0,0.2
7.2,0.95
9.1,2.05
8.8,0.93
6.1,0.6800000000000000
6.4,0.2
4.8,0.1
8.0,1.49
8.6,1.8
7.5,0.32
6.6,0.11
7.5,0.15
7.5,0.66
5.0,0.09
3.5,0.14
7.4,1.05
8.0,2.05
8.0,0.03
6.4,0.02
8.4,0.67
7.0,0.01
6.3,0.43
8.6,4.23
9.0,0.55
9.3,0.16
7.6,0.04
7.1,4.67
6.6,1.4300000000000000
8.4,0.12
8.2,2.97
7.6,0.5900000000000000
6.7,0.29
9.0,3.9900000000000000
9.1,3.27
8.2,0.47
8.3,0.46
9.0,1.1400000000000000
7.6,0.98
7.5,0.45000000000000000
8.0,0.1
4.5,0.2
8.1,0.5
5.3,0.25
6.6,0.59
7.8,0.45
3.6,2.24
5.2,0.13
6.0,0.49
6.9,0.22
6.0,0.26
5.9,0.19
6.9,0.05
7.3,0.11
8.0,0.28
8.0,0.09
6.6,0.78
7.4,0.98
8.8,2.19
3.5,1.6600000000000000
7.5,0.11
7.5,0.17
6.6,0.02
6.6,0.02
7.2,0.02
9.1,1.83
8.0,0.04
6.8,0.06
8.3,12.78
5.3,0.13
5.0,0.22
7.1,0.47
9.2,0.01
8.8,3.4500000000000000
8.5,0.33
8.0,0.21
8.8,0.01
8.5,2.92
3.8,0.05
6.5,0.41
8.4,1.94
9.0,2.65
9.1,1.92
8.7,0.58
9.0,0.67
8.5,1.54
6.7,2.05
7.0,0.15
6.0,0.13
5.2,0.27
5.9,0.5
2.5,0.07
4.7,0.03
6.1,0.19
5.8,0.97
6.4,0.07
8.0,0.13
7.9,0.33
8.1,0.25
7.8,0.55
7.9,0.74
9.0,0.34
8.0,0.18
6.8,0.1
8.7,0.24
8.8,0.33
7.0,3.02
5.9,2.2200000000000000
7.6,5.280000000000000
8.0,4.23
7.9,0.94
7.5,0.58
6.8,2.08
6.7,0.03
6.2,0.04
3.6,0.13
7.3,0.06
7.4,2.2500000000000000
6.9,0.62
5.9,0.03
6.0,0.29000000000000000
7.9,1.7600000000000000
7.6,0.16
6.0,0.14
6.5,0.07
7.2,0.37
7.4,0.8300000000000000
4.7,0.03
5.0,0.17
8.3,0.66
9.0,0.46
5.0,0.51
8.0,1.08
4.0,0.19
5.6,0.06
6.5,0.02
6.1,0.22
4.7,0.33
4.0,0.17000000000000000
4.4,0.12000000000000000
4.0,0.11
6.9,0.35
5.0,0.1
6.3,0.6100000000000000
8.3,0.89
6.8,0.31
7.5,0.13
4.1,1.19
7.2,0.24
4.0,0.25
4.8,0.62
7.6,1.23
7.5,0.77
7.9,1.34
7.8,0.55
6.5,0.39
8.3,0.9600000000000000
8.2,5.18
7.0,1.34
8.2,0.71
7.4,0.47
9.3,3.65
6.8,0.14
5.5,0.47
7.9,0.05
7.9,0.05
7.5,0.33
6.0,0.42
7.5,0.25
3.9,0.67
6.7,0.01
8.0,2.58
8.3,0.87
9.1,4.73
9.0,2.42
7.7,0.28
7.2,0.36
6.8,0.69
7.5,1.03
7.3,1.3400000000000000
5.9,0.61
6.0,0.46
5.0,0.35
5.7,0.9100000000000000
7.4,0.54
7.2,0.43
7.1,0.51
3.8,1.08
6.0,0.27
6.5,1.69
7.6,1.09
6.0,1.1600000000000000
7.7,0.04
3.4,0.1
6.3,0.54
6.9,0.16
5.8,1.28
6.0,1.47
6.1,0.2
8.0,1.02
9.0,0.3
8.0,1.2400000000000000
8.3,0.44
8.8,1.15
10.0,2.04
6.1,0.07
5.2,0.07
7.4,1.4
5.7,0.07
5.3,0.24
7.4,0.04
7.9,0.05
6.8,0.26
8.8,6.27
5.5,0.24
7.0,4.73
6.8,0.34
5.9,0.38
3.5,0.09
8.3,2.01
7.5,0.19
7.5,0.05
2.4,0.03
8.6,0.16
5.8,0.22
7.1,0.29
8.5,0.01
4.6,1.5900000000000000
6.1,0.07000000000000000
7.3,0.76
6.5,0.09
5.2,0.1
4.8,0.26
6.6,0.78
6.4,0.47000000000000000
6.2,1.26
6.4,0.5800000000000000
5.9,1.15
5.2,0.11
6.4,0.6600000000000000
5.9,1.02
6.5,0.72
7.3,0.97
3.5,0.01
5.0,0.12
8.3,3.93
8.0,2.6
7.9,1.16
7.9,0.92
7.7,0.72
4.8,0.7
6.0,0.17
5.5,0.05
6.9,0.19
2.5,0.09
5.7,0.54
3.0,0.36
7.4,0.08
6.7,0.39
7.2,0.29
8.8,0.03
7.4,0.04
5.5,0.25
6.3,0.12
8.6,0.14
6.3,0.12
5.0,0.32
4.8,0.8000000000000000
6.7,0.3
8.0,0.44000000000000000
7.3,0.32
7.5,0.08
1.4,0.05
8.4,0.37
8.0,0.03
4.8,0.04
6.9,0.39
6.8,1.06
7.6,0.87
6.7,0.8200000000000000
8.0,1.1
6.5,4.83
5.7,0.08
6.6,0.5
7.1,0.41000000000000000
9.3,0.44
8.3,0.76
7.6,0.28
7.4,0.33
8.0,0.13
8.4,0.26
7.3,0.31
8.2,0.39
7.9,0.27
8.1,0.26
8.1,0.29
6.2,0.35
6.5,0.13
8.1,0.56
5.1,0.27
4.8,0.3
6.5,0.08
7.0,0.53
7.7,0.28
8.9,1.0
7.9,0.08
5.5,0.05
6.9,1.29
6.9,0.7
8.4,0.65
7.1,0.16
8.6,0.8800000000000000
8.2,1.08
7.8,0.9
6.9,0.09
7.0,0.17000000000000000
7.4,1.4100000000000000
8.4,2.27
8.5,2.41
8.8,1.5
6.1,0.15
8.4,6.38
7.0,15.360000000000000
8.1,18.030000000000000
9.0,15.82
8.9,17.02
8.3,16.92
5.9,12.22
8.8,1.87
8.8,0.54
7.8,0.75
8.4,5.13
8.5,9.490000000000000
8.7,8.670000000000000
9.0,10.72
8.7,12.530000000000000
9.2,13.06
6.9,4.16
8.5,4.4
8.4,4.89
9.0,0.16
4.9,0.74
7.9,1.57
4.3,0.03
7.8,5.43
8.3,0.07
6.7,0.22
7.0,0.04
4.9,0.34
7.0,0.02
9.0,9.940000000000000
9.0,14.910000000000000
5.1,2.46
8.3,7.25
5.5,0.19
5.5,1.01
8.0,0.47
8.5,3.4500000000000000
8.5,8.550000000000000
7.9,5.800000000000000
8.0,0.24
8.0,3.98
4.0,0.04
8.1,0.01
7.0,0.13
7.9,0.2
7.8,0.16
8.7,0.05
7.7,0.08
8.0,0.56
8.0,0.63
7.6,0.14
7.6,0.05
3.0,0.14
7.7,0.29
7.7,0.16
8.4,1.91
8.6,5.550000000000000
8.7,2.92
3.2,0.6
4.5,0.55
5.2,0.11
8.0,0.4
8.5,0.51
9.0,0.38
7.4,0.59
8.6,0.8
9.2,0.52
7.7,0.72
7.7,0.66
6.7,0.39
7.3,0.59
7.4,0.24
7.4,0.21
7.1,1.19
10.0,1.01
6.5,0.51
9.1,0.11
8.5,0.31
8.6,0.61
8.0,0.56
7.0,0.76
8.1,0.75
7.5,0.17
8.2,0.26
9.1,0.28
7.3,0.25
8.4,0.51
9.0,0.23
6.5,1.1300000000000000
8.1,7.540000000000000
5.3,2.45
8.1,6.21
7.2,0.58
8.2,0.21
7.0,6.46
8.0,0.3
8.8,0.97
8.3,0.75
7.3,0.66
8.6,0.54
7.7,0.49
8.2,0.61
8.4,0.89
8.0,0.13
8.0,0.19
5.9,0.07
5.4,0.8200000000000000
5.0,0.38
7.3,0.29
3.8,0.47
7.5,0.03
5.7,0.07
4.3,0.26
7.5,0.32
8.4,0.02
8.7,0.07
8.9,1.26
8.5,1.5
5.8,0.12
6.0,0.35
8.5,0.36
7.0,0.26
8.3,0.29
8.5,2.37
6.6,0.32
10.0,1.84
9.2,1.05
9.1,4.05
9.2,5.5
9.1,4.6
8.9,1.52
6.9,0.89
4.0,0.49
6.7,0.37
5.4,0.08
8.8,0.88
7.2,1.1600000000000000
6.4,6.36
8.5,1.43
7.0,0.21
5.5,0.07
8.0,0.19
6.7,2.39
5.0,0.26
7.0,0.17000000000000000
3.0,1.23
7.3,0.5
7.3,0.06
6.6,0.5700000000000000
6.7,0.19
8.5,1.03
6.3,0.12000000000000000
5.0,0.12
6.8,0.12000000000000000
7.5,1.99
5.6,1.0900000000000000
8.7,2.06
7.6,0.11
7.7,0.08
7.5,0.33
3.7,0.52
7.5,0.11
7.0,0.08
7.0,0.02
7.3,0.22
5.9,0.12
6.2,0.25
6.4,0.61
2.6,2.49
4.0,0.02
5.0,0.96
6.6,1.36
6.4,0.5
4.0,0.03
6.7,1.01
3.1,1.5000000000000000
6.1,0.15
9.4,0.02
6.6,0.15
7.7,0.03
8.0,0.09
5.9,0.06
5.0,0.75
8.0,0.26
6.4,0.24
7.0,0.77
8.2,0.38
6.6,0.23
7.8,3.3400000000000000
6.3,0.13
8.3,0.41000000000000000
6.8,0.29
7.0,1.9100000000000000
6.5,0.03
6.8,0.12
7.4,0.27
7.0,0.07
9.7,6.15
9.2,0.24
7.1,0.66
3.2,0.08
4.5,0.16
7.5,0.83
4.7,0.28
4.5,0.65
8.0,0.81
9.8,1.4400000000000000
5.9,1.6000000000000000
7.4,1.28
5.8,0.03
7.8,0.08
7.2,0.03
7.8,6.09
7.1,2.5600000000000000
7.1,3.42
9.5,13.11
10.0,22.53
9.7,64.29
9.5,2.41
9.0,4.780000000000000
9.0,11.26
6.7,0.11
9.5,3.0600000000000000
9.6,16.190000000000000
8.6,6.05
8.7,0.6700000000000000
8.6,0.49
7.5,0.49
6.7,0.38
7.9,0.18
7.3,0.12
7.8,1.19
6.5,0.63
2.2,0.08
6.0,0.1
5.8,0.28
7.7,0.05
7.1,0.09
4.5,0.02
8.5,0.29
8.6,0.01
8.0,0.03
7.5,0.16
8.7,0.12
7.3,0.06
7.6,0.17
8.0,2.38
9.0,4.9
9.2,7.33
8.7,16.38
7.3,0.37
8.9,2.7
7.1,3.46
7.5,1.57
6.2,0.9600000000000000
7.3,2.63
8.6,10.03
7.9,2.15
6.5,0.08
7.3,0.28
7.4,0.14
9.0,0.13
8.0,0.07
6.1,0.17
7.4,0.01
7.0,0.11
9.5,4.72
9.7,0.61
8.5,0.19
9.6,0.09
8.6,0.69
8.7,6.35
8.1,2.67
9.5,0.04
8.0,2.41
9.3,9.97
7.0,0.08
7.5,0.22
8.0,0.36
6.5,2.65
8.5,0.01
5.1,0.7000000000000000
3.8,0.14
2.7,0.07
7.2,7.64
4.8,1.31
7.2,2.34
6.0,3.2200000000000000
5.0,2.5200000000000000
7.0,2.15
8.0,7.640000000000000
7.2,1.88
8.2,0.95
7.8,0.48
8.2,0.79
7.7,0.24
6.1,0.09
7.0,0.1
7.6,0.59
7.5,0.15
8.0,0.53
8.0,0.2
7.8,0.4
5.0,0.09
9.0,0.57
6.3,0.9300000000000000
4.8,0.27
6.4,1.36
7.5,0.38
6.6,0.07
5.6,0.99
4.7,0.16
7.9,0.09
5.5,0.14
8.0,1.65
8.8,3.06
8.3,0.08
9.1,0.09
5.0,0.34
6.4,0.14
6.6,0.21
4.4,0.19
6.7,0.14
5.5,0.26
6.8,0.44
6.0,0.37
7.3,2.2
6.4,3.63
8.3,4.28
9.0,3.98
8.2,1.06
6.9,0.14
6.7,2.6000000000000000
5.5,0.5
9.1,0.02
8.1,0.03
4.0,0.43
5.6,0.01
4.0,0.01
5.7,0.03
7.7,0.04
8.4,1.96
8.0,0.68
8.3,1.14
8.0,0.23
5.2,0.74
8.0,0.06
5.3,1.1400000000000000
8.0,0.54
6.5,0.09
6.6,1.27
5.9,0.01
7.3,1.58
6.1,0.52
7.8,0.48
7.0,0.25
7.9,0.62
5.3,0.44
7.4,1.26
8.0,0.46
7.0,0.19
7.8,0.56
8.8,0.53
8.0,1.45
5.0,0.05
4.2,0.38
7.4,1.1600000000000000
7.2,1.1600000000000000
6.8,0.08
8.6,0.09
3.5,2.87
3.0,2.96
6.4,0.09
6.8,0.53
7.4,1.51
7.3,0.15
4.4,0.08
7.2,0.2
6.8,0.7
6.5,0.16
7.4,1.22
6.4,0.27
6.0,0.28
9.1,1.18
6.6,0.79
5.6,0.46
7.9,0.13
2.0,0.36
5.8,3.5200000000000000
5.1,1.7100000000000000
7.5,0.11
6.9,0.06
4.0,0.1
5.6,0.5
7.8,0.19
9.0,0.7
7.5,1.08
9.0,3.64
7.5,5.1500000000000000
7.0,1.26
7.4,3.54
8.1,5.0600000000000000
6.4,3.4400000000000000
7.0,0.16
4.0,0.2
8.4,0.33
2.0,0.14
4.4,1.0
2.7,0.35
7.0,0.04
9.1,0.03
6.3,0.14
7.3,0.25
8.1,0.03
7.4,1.08
6.6,0.42
4.8,0.06
4.9,0.18
7.3,0.18
8.3,3.35
7.6,3.1500000000000000
7.8,6.900000000000000
8.1,4.68
6.5,2.71
8.0,2.0
7.5,12.790000000000000
8.0,0.03
3.5,0.04
1.0,0.06
7.7,0.34
6.5,1.08
6.8,1.51
6.6,0.01
7.9,0.01
7.9,0.22
8.5,0.73
8.8,0.17
7.3,0.41
8.0,0.6200000000000000
4.8,0.07
7.0,0.29
5.7,0.02
7.5,0.02
7.2,0.24
6.8,0.94
9.1,3.02
8.2,2.81
7.8,0.9
5.6,1.43
6.6,2.33
8.5,2.41
7.5,1.62
6.7,0.22
7.1,0.16
7.3,0.26
7.2,0.87
6.8,0.93
7.0,0.15
8.2,0.58
8.0,0.69
6.0,0.33
8.9,0.72
7.6,0.16
8.1,0.03
9.4,0.33
8.6,0.14
6.7,0.47
5.8,0.16
8.0,0.17000000000000000
8.0,0.64
7.7,0.16
6.0,0.47
5.0,0.02
6.5,0.08
7.0,0.28
7.5,6.42
3.0,0.7
4.3,0.2
7.2,0.31
9.1,7.240000000000000
7.0,0.21
7.9,13.55
5.0,1.48
6.4,0.06
8.0,1.7
7.8,1.2
8.2,8.46
9.0,5.02
7.5,5.160000000000000
7.8,11.930000000000000
7.5,5.510000000000000
8.4,2.13
8.4,7.320000000000000
8.0,7.330000000000000
8.0,15.33
8.0,7.260000000000000
7.0,2.51
6.5,1.4800000000000000
5.0,2.4100000000000000
6.7,0.01
5.5,0.51
1.5,0.04
4.8,0.09
7.3,0.22
8.7,3.54
9.0,4.33
8.9,1.04
7.2,0.11
6.5,0.24000000000000000
8.1,0.66
2.9,0.09
4.0,0.41000000000000000
7.4,4.43
7.3,0.86
7.0,0.17
7.5,0.31
5.0,0.1
6.3,0.01
7.1,0.77
7.0,0.18
8.5,0.3
8.6,0.6000000000000000
9.4,8.460000000000000
9.1,3.43
8.1,0.39
8.6,0.36
7.0,1.12
7.0,0.1
6.2,1.23
6.4,0.3
7.8,0.2
5.1,0.34
7.0,0.06
6.9,0.13
7.3,0.17
6.6,0.06
7.5,0.9
6.6,1.74
7.6,0.64
6.5,0.06
6.7,0.12
7.8,0.16
7.9,0.47
8.0,0.3
9.1,1.11
6.8,0.24
7.5,0.22
8.1,0.35
8.2,0.23
7.7,0.19
5.9,0.12
7.9,0.24
7.6,0.76
7.4,1.32
2.5,0.2
7.5,0.78
8.0,0.24
8.3,1.29
8.1,1.53
8.3,1.45
8.9,1.32
8.6,1.3500000000000000
8.9,0.9
8.5,0.99
8.3,1.2800000000000000
8.5,0.40000000000000000
8.0,0.66
6.6,0.21
8.9,2.1900000000000000
8.8,2.81
8.0,0.8500000000000000
5.3,0.24
7.3,0.69
5.6,2.62
6.9,1.01
7.1,0.19
8.1,0.78
6.8,3.4400000000000000
9.1,9.030000000000000
8.5,10.03
8.7,8.140000000000000
8.6,7.13
8.6,7.570000000000000
8.4,6.71
7.8,5.6400000000000000
8.3,6.74
8.4,7.59
8.5,6.4400000000000000
8.8,4.53
8.6,6.41
9.4,5.89
9.5,7.14
9.5,7.6
7.8,6.16
4.5,0.41
9.2,0.97
7.6,3.05
6.9,3.9800000000000000
9.0,0.05
7.6,0.03
6.6,0.3
6.1,0.22
6.9,0.09
7.0,0.48
7.4,1.41
7.4,1.4300000000000000
6.3,1.66
6.5,1.24
6.0,1.3
4.5,0.05
7.9,0.12
8.2,0.2
6.6,0.06
6.6,0.04
3.2,0.11
8.0,1.47
5.8,1.4100000000000000
7.4,0.16
6.8,1.19
7.2,5.1
7.6,8.01
5.9,0.8
8.3,2.59
9.0,0.31
8.1,0.49
6.2,0.87
5.0,0.69
6.0,0.46
8.8,0.09000000000000000
6.1,0.54
6.5,0.1
6.8,1.83
4.8,0.91
9.0,1.04
8.4,2.43
8.5,0.88
8.5,4.4800000000000000
7.8,2.8200000000000000
9.2,3.58
9.6,4.95
9.2,5.74
6.9,0.11
7.7,0.81
8.1,0.8600000000000000
7.0,0.08
9.2,4.58
